distance_km,transport_mode,driver_availability,week,surge_multiplier,traffic,pickup_hour,fare_price,pickup_address_encoded,drop_address_encoded
15.4,3,1,5,2.3,0,17,540,375.225,500.0377358490566
27.0,1,1,1,2.2,0,20,400,352.75925925925924,418.71875
13.8,3,0,0,1.0,1,15,216,333.9,464.4324324324325
24.7,0,0,4,1.0,1,1,400,491.0857142857143,346.81081081081084
20.0,3,2,0,1.1,1,21,319,408.56410256410254,464.4324324324325
32.1,3,2,5,1.4,2,13,609,444.61538461538464,433.03225806451616
3.1,2,0,4,1.0,1,22,71,333.6744186046512,418.71875
33.4,3,1,0,1.7,0,16,766,460.24,349.8181818181818
12.6,2,0,5,1.0,1,3,166,408.56410256410254,405.5
19.4,2,0,5,1.0,1,3,234,412.5,331.2888888888889
16.5,1,0,4,1.0,1,7,119,297.5625,421.1463414634146
15.7,1,0,2,1.0,1,3,114,308.6938775510204,313.5777777777778
4.0,3,0,6,1.0,1,3,98,341.7,304.6829268292683
6.3,0,0,4,1.0,1,5,124,375.225,367.375
21.8,3,0,6,1.0,1,22,312,332.2325581395349,395.2
6.1,3,1,2,2.4,0,18,296,286.2352941176471,345.53333333333336
2.8,3,2,1,1.4,2,13,117,304.5,331.1162790697674
4.4,1,2,3,1.3,0,8,60,303.22857142857146,348.3684210526316
31.5,0,0,4,1.0,1,23,502,394.4565217391304,351.8333333333333
15.9,3,0,6,1.0,1,5,241,325.9736842105263,345.3414634146341
10.5,3,0,2,1.0,1,1,176,351.4807692307692,345.53333333333336
6.7,3,1,0,1.7,0,10,222,490.6923076923077,383.2745098039216
16.1,3,2,4,1.2,1,22,292,412.1785714285714,367.375
12.9,0,2,6,1.3,0,17,291,386.7608695652174,314.8863636363636
8.1,2,0,0,1.0,1,5,121,491.0857142857143,417.9189189189189
24.5,0,1,6,2.2,0,20,875,491.0857142857143,375.875
41.5,0,0,2,1.0,1,23,652,404.04545454545456,445.55263157894734
28.2,2,2,4,1.2,1,15,386,491.0857142857143,398.4339622641509
31.7,0,2,2,1.4,0,17,708,424.9230769230769,463.4651162790698
4.7,0,1,6,1.7,0,17,171,358.61764705882354,375.875
23.9,2,2,4,1.3,1,0,363,345.2105263157895,412.0888888888889
4.8,2,0,3,1.0,1,3,88,334.42,382.61764705882354
10.4,0,2,6,1.5,2,23,279,319.8888888888889,405.0487804878049
21.9,3,0,5,1.0,1,15,313,349.6046511627907,374.2702702702703
1.6,3,1,4,1.6,0,9,111,447.6315789473685,499.4358974358975
12.7,0,0,4,1.0,1,15,220,457.6410256410256,367.375
27.9,0,0,1,1.0,1,0,448,403.1315789473685,357.7317073170732
23.9,0,2,5,1.4,0,8,544,357.8,362.6969696969697
30.3,3,0,0,1.0,1,22,414,467.6842105263158,398.4339622641509
9.2,0,0,0,1.0,1,0,168,382.27777777777777,311.96774193548384
19.0,3,2,6,1.1,2,0,306,403.47222222222223,351.8333333333333
34.5,3,0,2,1.0,2,11,464,402.9,376.4047619047619
24.9,3,2,6,1.2,1,5,419,430.7368421052632,313.5777777777778
2.3,0,0,3,1.0,1,2,64,335.8837209302326,458.39473684210526
20.0,0,0,2,1.0,1,4,330,390.8571428571428,349.8181818181818
16.9,1,2,4,1.2,0,16,146,349.6046511627907,399.5263157894737
17.0,3,1,6,2.3,0,19,584,449.9795918367347,500.0377358490566
14.1,0,0,1,1.0,1,7,242,360.6136363636364,362.5135135135135
10.3,0,0,0,1.0,1,2,184,401.3863636363636,452.0769230769231
7.7,2,0,3,1.0,1,11,117,345.27777777777777,463.4651162790698
32.0,1,0,2,1.0,1,4,212,512.3111111111111,468.45
39.2,2,0,3,1.0,1,21,432,525.2916666666666,332.1142857142857
22.2,0,0,2,1.0,2,3,363,457.6410256410256,323.65625
12.9,0,0,1,1.0,2,20,224,457.6410256410256,452.0769230769231
21.4,0,0,0,1.0,2,0,351,397.9787234042553,404.7058823529412
26.2,3,0,4,1.0,1,4,364,457.6410256410256,404.7058823529412
20.5,2,1,6,2.0,0,20,490,371.9411764705882,331.1162790697674
19.7,0,2,3,1.5,1,14,488,374.12820512820514,340.7291666666667
15.5,0,0,3,1.0,1,14,262,430.7368421052632,361.97222222222223
44.8,0,1,5,1.5,0,10,1053,444.61538461538464,486.0625
17.6,3,2,0,1.5,0,17,392,473.6571428571429,314.76
25.2,0,2,3,1.3,1,21,530,417.27777777777777,500.0377358490566
4.5,0,0,6,1.0,1,21,98,433.75757575757575,472.1935483870968
3.6,0,1,5,2.3,0,15,193,333.6744186046512,381.6744186046512
30.5,3,2,2,1.4,2,18,582,344.9111111111111,361.97222222222223
26.1,3,2,5,1.4,2,15,508,404.04545454545456,410.68
17.8,3,0,0,1.0,1,3,264,330.8421052631579,398.4339622641509
35.6,4,0,6,1.0,1,4,721,357.65714285714284,361.97222222222223
26.6,4,2,2,1.2,1,6,671,394.4565217391304,439.9583333333333
19.0,1,0,3,1.0,1,11,134,324.1714285714286,474.77777777777777
7.2,2,2,2,1.4,2,15,157,424.9230769230769,437.46
21.1,2,0,3,1.0,2,11,251,374.6285714285714,314.8863636363636
29.7,4,2,2,1.3,2,2,799,341.7,436.9666666666666
32.1,0,2,2,1.1,1,11,563,382.27777777777777,449.5
34.5,0,0,3,1.0,1,23,548,512.3111111111111,398.4339622641509
19.4,0,0,5,1.0,1,21,321,412.5,331.2888888888889
39.3,2,1,2,2.2,0,8,953,552.9821428571429,439.1333333333333
22.9,4,0,1,1.0,2,14,492,390.8571428571428,410.27272727272725
22.8,0,0,2,1.0,1,3,372,386.2,325.2105263157895
17.1,3,2,1,1.5,2,2,383,345.2105263157895,463.4651162790698
4.8,3,0,6,1.0,1,1,108,344.9111111111111,422.625
9.7,3,0,3,1.0,1,6,166,293.531914893617,345.3414634146341
20.5,0,0,4,1.0,2,16,338,401.76666666666665,345.53333333333336
26.8,3,2,1,1.3,1,7,483,304.5,369.1538461538461
27.3,3,2,0,1.4,2,12,529,332.2325581395349,405.5
27.0,2,0,6,1.0,1,6,310,371.9411764705882,422.625
20.2,2,1,5,1.7,0,13,411,390.8571428571428,348.2432432432432
10.4,0,0,1,1.0,1,3,186,386.7608695652174,439.1333333333333
10.4,3,2,6,1.3,1,22,227,476.2439024390244,348.2432432432432
7.3,3,2,6,1.3,1,12,179,308.6938775510204,374.2702702702703
26.6,2,0,4,1.0,1,23,306,403.47222222222223,304.6829268292683
25.1,2,2,5,1.5,1,4,436,353.3125,398.4339622641509
22.9,3,2,5,1.4,0,18,455,445.1333333333333,437.46
16.3,0,0,5,1.0,1,3,274,293.531914893617,405.8222222222222
25.3,0,0,3,1.0,1,21,410,345.1081081081081,418.71875
33.8,3,0,0,1.0,1,7,456,375.225,486.0625
20.8,3,0,6,1.0,1,22,300,328.2857142857143,410.27272727272725
16.7,1,0,0,1.0,1,4,120,371.9411764705882,361.4827586206897
36.7,0,0,0,1.0,1,12,580,386.7608695652174,414.6428571428572
10.2,2,1,6,1.8,0,18,256,476.2439024390244,373.9318181818182
18.0,0,0,3,1.0,1,3,300,345.1081081081081,361.97222222222223
15.9,0,1,5,1.8,0,18,483,333.9,331.1162790697674
29.8,0,2,6,1.5,2,0,716,369.2702702702703,362.6969696969697
11.3,2,2,4,1.3,1,7,199,286.2352941176471,423.2368421052632
19.1,3,0,3,1.0,1,22,279,445.1333333333333,341.5
16.8,0,1,6,2.0,0,19,564,382.27777777777777,422.0208333333333
8.7,4,0,2,1.0,2,17,237,351.82978723404256,299.16279069767444
6.7,3,2,3,1.3,2,5,170,349.43333333333334,463.4651162790698
10.7,0,2,6,1.4,2,14,267,389.7037037037037,325.12820512820514
14.7,0,0,3,1.0,1,22,250,430.7368421052632,353.64102564102564
23.4,1,0,1,1.0,1,23,160,325.9736842105263,374.2702702702703
29.6,0,0,4,1.0,1,11,474,406.5405405405405,352.875
24.4,1,2,1,1.4,1,1,233,404.04545454545456,421.1463414634146
39.5,3,0,5,1.0,1,7,524,322.09302325581393,442.8529411764706
5.3,0,1,3,1.6,0,18,175,386.7608695652174,421.1463414634146
17.2,0,2,5,1.2,1,3,346,388.3589743589744,378.22222222222223
31.1,3,2,3,1.2,2,16,508,507.2619047619048,405.0487804878049
10.8,3,0,2,1.0,1,23,180,293.531914893617,398.2916666666667
12.1,1,0,2,1.0,1,7,93,300.6666666666667,304.6829268292683
39.8,2,1,2,2.1,0,9,920,382.27777777777777,595.3243243243244
12.4,0,1,4,2.4,0,10,518,388.3589743589744,311.96774193548384
28.2,3,1,3,1.7,0,9,660,334.42,437.46
15.6,3,0,3,1.0,2,13,237,351.4807692307692,414.2941176470589
32.4,3,1,6,1.5,0,17,658,571.1764705882352,404.7058823529412
28.0,0,2,1,1.5,2,13,675,513.0652173913044,352.875
26.7,3,2,4,1.3,2,16,482,352.75925925925924,407.54545454545456
17.0,3,0,1,1.0,1,6,254,308.6938775510204,353.7567567567568
32.4,2,2,6,1.4,1,11,510,490.6923076923077,354.1764705882353
8.4,3,0,0,1.0,1,15,151,356.96875,353.7567567567568
22.3,0,0,1,1.0,1,4,364,389.7037037037037,395.6285714285714
26.5,2,0,4,1.0,2,2,305,352.28125,410.27272727272725
24.3,3,0,6,1.0,1,22,342,339.79487179487177,345.53333333333336
35.0,3,2,2,1.2,1,22,564,508.1818181818182,381.6744186046512
10.2,3,2,2,1.4,1,2,241,444.61538461538464,463.4651162790698
35.5,3,0,6,1.0,1,21,476,447.6315789473685,376.4047619047619
12.2,0,0,0,1.0,1,14,213,388.3589743589744,374.2702702702703
24.6,0,1,4,1.5,0,10,598,434.8157894736842,341.5
6.9,0,0,3,1.0,1,2,134,334.42,431.7878787878788
20.7,2,2,2,1.3,2,14,321,384.8181818181818,343.5833333333333
20.5,2,1,6,2.3,0,20,564,401.76666666666665,345.53333333333336
10.1,0,2,2,1.3,2,13,236,352.28125,299.16279069767444
30.5,1,0,5,1.0,1,0,203,344.9111111111111,361.97222222222223
13.2,3,1,4,2.0,0,10,417,505.85,379.65
14.9,3,0,1,1.0,1,1,229,473.6571428571429,435.8
19.0,0,0,0,1.0,1,12,315,462.4736842105263,515.6875
27.3,0,0,0,1.0,2,0,440,446.37142857142857,410.68
5.7,0,2,6,1.3,2,4,150,467.6842105263158,410.27272727272725
7.5,0,1,0,1.8,0,20,256,422.7142857142857,367.375
21.0,1,0,5,1.0,2,16,146,364.575,319.97727272727275
26.4,0,2,1,1.4,1,22,596,433.75757575757575,439.6060606060606
13.6,1,1,2,1.8,0,10,183,352.48387096774195,407.54545454545456
29.2,0,1,3,1.6,0,8,749,513.0652173913044,417.9189189189189
23.4,2,0,4,1.0,2,23,274,325.9736842105263,525.3055555555555
13.8,3,0,2,1.0,2,13,216,397.9787234042553,340.7291666666667
21.7,0,2,4,1.5,0,19,533,386.7608695652174,331.2888888888889
20.8,3,0,1,1.0,1,21,300,386.2,439.9583333333333
27.7,2,0,5,1.0,1,23,317,512.3111111111111,331.2888888888889
37.6,0,0,1,1.0,1,21,594,421.3142857142857,395.27272727272725
8.9,3,1,1,2.3,0,18,361,303.22857142857146,439.1333333333333
26.3,2,0,6,1.0,1,15,303,525.2916666666666,325.12820512820514
8.3,2,0,4,1.0,1,3,123,332.2325581395349,407.54545454545456
31.4,4,0,1,1.0,1,7,645,462.4736842105263,369.1538461538461
32.2,3,0,1,1.0,1,22,436,575.2105263157895,373.9318181818182
29.1,0,2,5,1.3,2,20,606,444.61538461538464,468.45
26.3,2,0,0,1.0,2,13,303,358.61764705882354,389.35849056603774
4.2,0,2,5,1.4,1,0,130,408.56410256410254,385.5869565217391
30.4,2,2,4,1.2,2,8,413,353.3125,464.4324324324325
6.4,3,0,6,1.0,1,3,127,507.2619047619048,357.7317073170732
37.5,3,0,2,1.0,1,15,500,487.87179487179486,363.5405405405405
34.0,3,2,2,1.2,1,1,550,448.575,437.46
32.4,2,2,0,1.4,0,10,510,420.9411764705882,410.27272727272725
14.9,2,0,0,1.0,1,13,189,367.2972972972973,343.7333333333333
23.7,3,1,2,2.3,0,17,769,491.0857142857143,343.7333333333333
29.1,0,1,2,1.7,0,18,793,401.3863636363636,351.8333333333333
25.9,0,0,5,1.0,1,22,418,322.09302325581393,313.0
16.8,3,2,4,1.4,1,0,352,371.8684210526316,346.81081081081084
15.9,3,0,2,1.0,1,22,241,447.6315789473685,361.97222222222223
12.2,1,0,1,1.0,1,6,93,407.9117647058824,323.65625
13.0,3,0,3,1.0,1,23,206,448.575,422.0208333333333
41.3,1,2,4,1.5,1,5,402,430.7368421052632,422.625
15.1,3,0,0,1.0,1,13,231,300.6666666666667,452.0769230769231
8.7,0,1,4,2.2,0,11,353,394.4565217391304,395.27272727272725
8.3,2,2,6,1.3,0,19,160,386.2,331.1162790697674
37.4,0,1,1,2.3,0,8,1359,513.0652173913044,432.3125
30.1,2,0,2,1.0,1,6,341,351.4146341463415,476.1351351351352
22.8,0,2,6,1.1,2,13,409,371.8684210526316,410.68
26.2,3,0,5,1.0,1,2,364,493.2631578947368,470.4864864864865
44.6,3,2,4,1.4,0,13,819,483.5882352941176,468.45
33.2,0,0,4,1.0,2,11,528,421.3142857142857,405.5
5.0,0,0,3,1.0,1,16,105,421.3142857142857,398.2916666666667
4.2,2,0,6,1.0,1,2,82,332.2325581395349,343.7333333333333
23.8,0,0,1,1.0,1,23,387,352.48387096774195,385.5869565217391
19.5,2,0,2,1.0,1,1,235,304.5,357.30232558139534
5.6,1,0,6,1.0,1,0,54,368.7307692307692,458.39473684210526
18.3,1,0,0,1.0,1,2,130,293.531914893617,499.4358974358975
35.5,2,2,2,1.1,0,10,435,357.8,500.0377358490566
17.4,0,2,6,1.4,2,6,407,297.5625,395.27272727272725
8.7,0,2,1,1.1,2,12,177,483.5882352941176,433.03225806451616
17.2,3,2,4,1.1,2,12,282,375.225,362.40625
18.4,4,2,6,1.2,0,9,493,482.4285714285714,325.12820512820514
15.0,3,1,5,1.8,0,17,414,382.9024390243902,376.4047619047619
22.3,0,2,1,1.1,2,22,401,516.219512195122,395.27272727272725
25.8,3,2,3,1.4,2,11,503,457.6410256410256,422.625
10.8,3,2,3,1.5,0,8,269,460.24,355.57142857142856
17.1,2,1,4,1.9,0,13,401,417.27777777777777,389.20454545454544
21.8,0,2,2,1.3,0,12,464,308.6938775510204,338.7179487179488
15.3,1,0,5,1.0,2,12,112,319.8888888888889,378.22222222222223
17.4,2,0,2,1.0,1,0,214,326.09375,423.2368421052632
20.3,3,1,2,1.8,0,19,528,482.4285714285714,313.0
47.8,0,0,0,1.0,1,14,747,571.1764705882352,442.8529411764706
22.5,2,2,1,1.3,2,16,344,401.3863636363636,313.5777777777778
26.6,2,0,3,1.0,1,3,306,394.4565217391304,385.5869565217391
42.6,2,0,5,1.0,1,23,466,490.6923076923077,414.6428571428572
11.5,0,0,5,1.0,1,1,202,349.43333333333334,350.45454545454544
19.1,0,0,0,1.0,1,21,316,341.7,467.3142857142857
17.1,3,0,1,1.0,1,0,255,394.4565217391304,404.7058823529412
23.1,0,2,3,1.4,2,15,527,351.82978723404256,472.1935483870968
14.9,3,0,0,1.0,1,23,229,341.7,414.2941176470589
9.2,4,0,5,1.0,1,15,246,483.5882352941176,343.7333333333333
3.4,2,2,0,1.1,2,13,81,353.3125,340.7291666666667
30.1,0,0,5,1.0,1,5,482,434.8157894736842,361.4827586206897
8.0,0,0,3,1.0,2,17,150,357.8,350.45454545454544
3.9,3,1,5,2.2,0,9,213,347.075,422.0208333333333
36.1,2,2,6,1.1,0,9,441,368.7307692307692,482.0
22.3,1,0,3,1.0,1,7,154,333.6744186046512,361.97222222222223
24.9,0,2,5,1.4,2,11,565,303.22857142857146,428.28205128205127
36.0,3,1,3,1.9,0,20,916,512.3111111111111,441.96875
9.1,2,2,0,1.3,0,9,170,333.6744186046512,482.0
32.7,2,1,1,1.8,0,8,661,335.8837209302326,418.71875
19.3,0,2,6,1.4,0,20,447,376.1842105263158,311.96774193548384
13.3,0,1,3,2.1,0,16,482,303.22857142857146,373.9318181818182
21.5,0,2,5,1.2,2,10,423,390.8571428571428,352.875
26.5,0,0,0,1.0,2,16,428,418.2173913043478,374.2702702702703
19.9,2,0,6,1.0,1,22,239,420.9411764705882,366.8484848484849
19.0,3,2,3,1.5,1,13,417,341.7,474.77777777777777
31.8,1,2,1,1.4,0,9,295,417.27777777777777,381.6744186046512
24.4,0,2,2,1.1,2,14,436,449.3529411764706,343.7333333333333
8.3,4,2,1,1.2,0,17,275,430.7368421052632,410.27272727272725
8.7,0,0,5,1.0,1,7,160,371.9411764705882,467.3142857142857
21.8,2,0,1,1.0,1,12,258,449.3529411764706,374.2702702702703
9.1,2,1,6,1.7,0,9,223,318.6222222222222,395.6285714285714
15.6,1,1,3,2.2,0,10,250,297.5625,389.35849056603774
22.9,0,0,3,1.0,1,3,374,490.6923076923077,366.6666666666667
28.5,2,1,5,2.3,0,19,747,513.0652173913044,350.45454545454544
31.5,2,1,6,1.8,0,18,639,444.61538461538464,361.4827586206897
8.9,3,0,1,1.0,2,14,157,334.42,362.5135135135135
31.3,1,2,5,1.4,2,23,291,405.86046511627904,595.3243243243244
12.1,2,2,6,1.2,2,22,193,300.6666666666667,304.6829268292683
30.9,0,2,1,1.5,2,0,740,333.6744186046512,345.53333333333336
35.5,3,0,5,1.0,1,21,476,430.7368421052632,452.0769230769231
23.4,3,2,4,1.4,2,19,463,491.0857142857143,351.8333333333333
45.5,0,0,0,1.0,1,3,712,505.85,469.1666666666667
6.3,4,0,2,1.0,2,13,193,322.09302325581393,363.5405405405405
29.7,3,0,1,1.0,1,4,406,407.9117647058824,378.22222222222223
6.5,3,1,4,2.5,0,14,320,320.6530612244898,395.6285714285714
41.6,3,0,4,1.0,1,0,549,444.61538461538464,423.2368421052632
20.6,2,1,3,1.5,0,9,369,352.28125,468.45
28.2,4,0,6,1.0,1,22,588,552.9821428571429,319.97727272727275
16.5,4,2,0,1.4,2,6,528,326.44736842105266,445.55263157894734
19.4,2,0,4,1.0,1,7,234,421.3142857142857,405.0487804878049
22.0,3,2,0,1.2,0,16,377,445.1333333333333,294.825
28.2,3,0,5,1.0,1,3,388,303.22857142857146,332.1142857142857
7.7,0,1,0,1.5,0,19,218,483.5882352941176,376.4047619047619
20.6,4,0,1,1.0,1,21,451,424.948717948718,304.6829268292683
29.1,3,0,2,1.0,1,14,399,417.8974358974359,357.7317073170732
9.4,3,2,3,1.3,0,17,212,322.09302325581393,414.6428571428572
15.1,0,1,3,1.9,0,18,487,318.6222222222222,515.6875
27.9,0,1,2,2.0,0,9,897,349.43333333333334,433.03225806451616
16.6,0,2,0,1.1,0,17,307,405.86046511627904,325.2105263157895
21.1,2,2,6,1.2,2,1,301,382.9024390243902,343.7333333333333
15.0,2,0,4,1.0,1,21,190,422.7142857142857,407.54545454545456
22.4,1,2,2,1.4,1,7,216,374.6285714285714,325.12820512820514
22.3,0,1,1,2.2,0,8,802,352.28125,452.0769230769231
28.1,2,0,1,1.0,1,22,321,319.8888888888889,500.0377358490566
26.5,0,0,4,1.0,1,22,428,467.6842105263158,343.7333333333333
26.7,0,2,3,1.2,2,7,517,341.7,351.8333333333333
21.9,2,1,4,2.4,0,12,622,347.075,439.6060606060606
13.4,2,0,4,1.0,2,15,174,333.6744186046512,331.2888888888889
31.3,3,1,2,2.4,0,13,1021,430.7368421052632,468.45
26.2,3,0,1,1.0,2,12,364,382.27777777777777,361.4827586206897
25.0,0,2,4,1.2,1,4,486,347.075,385.5869565217391
35.7,2,1,2,1.7,0,8,675,516.219512195122,443.44444444444446
7.7,0,0,4,1.0,1,16,146,376.1842105263158,407.54545454545456
14.8,1,0,1,1.0,1,15,109,417.1555555555556,343.5833333333333
16.9,3,2,1,1.3,0,18,329,389.7037037037037,525.3055555555555
36.4,0,0,0,1.0,1,5,576,394.4565217391304,525.3055555555555
17.4,0,0,5,1.0,1,1,291,418.2173913043478,346.81081081081084
20.5,0,2,1,1.1,2,21,371,308.6938775510204,325.2105263157895
20.7,2,2,5,1.4,1,13,346,525.2916666666666,338.7179487179488
42.2,1,2,2,1.1,0,18,301,417.1555555555556,525.3055555555555
10.5,2,2,0,1.4,2,10,203,409.0,353.7567567567568
8.4,0,1,0,2.5,0,8,390,328.2857142857143,398.4339622641509
19.0,2,0,2,1.0,1,4,230,400.7586206896552,364.4772727272728
14.0,1,0,6,1.0,1,1,104,324.1714285714286,431.7878787878788
17.2,0,2,4,1.3,2,8,374,386.2,379.65
4.7,4,0,0,1.0,1,23,165,462.4736842105263,378.22222222222223
19.0,2,0,6,1.0,1,3,230,341.7,474.77777777777777
11.5,2,1,4,1.6,0,19,248,401.76666666666665,366.6666666666667
24.3,3,0,0,1.0,1,7,342,347.8666666666667,468.45
10.1,3,0,0,1.0,1,2,171,335.8837209302326,414.2941176470589
24.5,2,0,4,1.0,1,13,285,516.219512195122,348.3684210526316
39.1,0,2,1,1.4,1,2,863,513.0652173913044,421.1463414634146
6.2,4,1,3,1.8,0,10,345,303.22857142857146,352.875
6.5,3,1,2,1.7,0,20,218,345.27777777777777,325.2105263157895
30.3,0,0,1,1.0,1,11,484,402.9,595.3243243243244
19.0,4,0,3,1.0,2,6,422,376.1842105263158,418.71875
27.1,1,0,2,1.0,1,7,183,508.1818181818182,412.0888888888889
28.2,0,0,2,1.0,1,21,453,417.27777777777777,369.9736842105263
30.2,3,0,3,1.0,1,0,412,516.219512195122,404.7058823529412
20.7,4,0,2,1.0,2,10,453,384.8181818181818,343.5833333333333
23.4,3,0,3,1.0,2,14,331,491.0857142857143,350.45454545454544
30.3,3,0,5,1.0,1,2,414,293.531914893617,467.3142857142857
24.4,3,0,4,1.0,1,4,343,326.44736842105266,449.5
27.7,2,0,4,1.0,2,18,317,367.2972972972973,473.54285714285714
14.5,2,0,5,1.0,1,23,185,333.9,413.28205128205127
13.6,3,2,6,1.5,0,10,320,326.09375,383.2745098039216
12.1,0,0,3,1.0,2,9,212,328.2857142857143,313.5777777777778
28.6,2,2,4,1.2,1,3,391,371.8684210526316,439.1333333333333
24.4,3,1,4,2.2,0,17,754,344.9111111111111,470.4864864864865
12.2,3,0,2,1.0,1,22,196,364.575,463.9189189189189
23.5,2,0,1,1.0,1,6,275,371.8684210526316,383.2745098039216
29.7,3,0,6,1.0,1,14,406,462.4736842105263,432.3125
12.0,2,2,4,1.2,0,8,192,420.9411764705882,376.4047619047619
18.7,4,0,6,1.0,1,4,417,325.8536585365854,383.2745098039216
28.6,3,0,6,1.0,2,4,393,347.075,398.2916666666667
19.1,2,2,6,1.2,0,8,277,361.9142857142857,311.96774193548384
15.4,4,2,5,1.1,2,0,393,320.6530612244898,418.71875
25.8,0,2,2,1.2,0,18,500,374.6285714285714,351.8333333333333
25.1,0,1,4,2.0,0,17,813,482.4285714285714,437.46
15.8,2,1,1,2.2,0,18,436,364.575,304.6829268292683
7.1,2,0,3,1.0,1,23,111,422.7142857142857,500.0377358490566
26.0,0,2,1,1.4,1,3,588,408.56410256410254,369.0
27.3,3,1,1,1.7,0,19,642,352.75925925925924,439.9583333333333
30.3,1,0,4,1.0,2,10,202,375.225,383.2745098039216
12.5,0,1,1,2.1,0,9,457,286.2352941176471,313.5777777777778
6.3,0,0,2,1.0,1,15,124,394.4565217391304,418.71875
22.8,3,2,2,1.4,1,21,453,445.1333333333333,398.4339622641509
34.3,4,0,6,1.0,1,6,697,512.3111111111111,387.1627906976744
14.1,3,0,5,1.0,1,21,219,335.8837209302326,439.6060606060606
23.4,2,0,0,1.0,1,7,274,397.9787234042553,499.4358974358975
5.9,0,0,1,1.0,1,3,118,505.85,405.0487804878049
9.2,2,2,0,1.2,0,18,158,358.61764705882354,428.28205128205127
31.5,3,0,0,1.0,1,0,428,507.2619047619048,369.9736842105263
32.4,0,0,6,1.0,2,19,516,325.8536585365854,525.3055555555555
26.0,0,2,2,1.2,2,7,504,476.2439024390244,366.8484848484849
37.8,4,1,1,2.3,0,17,1749,397.9787234042553,469.1666666666667
22.2,2,0,6,1.0,1,0,262,375.225,384.6315789473685
22.7,3,1,2,2.2,0,13,709,420.9411764705882,299.16279069767444
46.2,0,0,3,1.0,1,4,723,447.6315789473685,463.4651162790698
26.0,2,2,3,1.2,0,18,360,333.9,428.28205128205127
16.6,2,1,2,1.9,0,20,391,405.86046511627904,325.2105263157895
7.1,0,0,1,1.0,1,21,136,571.1764705882352,428.28205128205127
35.3,3,0,6,1.0,2,19,474,460.24,439.9583333333333
35.6,2,2,0,1.4,1,1,554,434.8157894736842,439.9583333333333
8.6,0,2,6,1.2,1,7,191,351.4146341463415,439.9583333333333
11.9,2,2,6,1.3,2,4,207,384.8181818181818,436.9666666666666
10.2,0,0,1,1.0,1,2,183,476.2439024390244,373.9318181818182
4.8,3,0,0,1.0,1,23,108,487.87179487179486,417.9189189189189
17.6,0,0,0,1.0,1,6,294,403.47222222222223,266.6585365853659
47.2,3,2,5,1.3,0,10,801,487.87179487179486,500.3225806451613
29.1,3,2,5,1.4,2,8,559,449.9795918367347,383.2745098039216
36.9,0,0,2,1.0,1,1,584,407.9117647058824,486.8139534883721
19.5,2,0,5,1.0,1,6,235,493.2631578947368,399.5263157894737
11.4,3,2,3,1.1,0,11,205,382.27777777777777,432.3125
6.5,4,0,1,1.0,1,6,197,424.948717948718,349.8181818181818
19.5,1,2,3,1.1,2,11,151,308.6938775510204,423.2368421052632
36.0,1,2,0,1.2,2,22,283,447.6315789473685,449.5
36.6,4,0,6,1.0,1,3,739,571.1764705882352,413.28205128205127
16.1,2,0,1,1.0,2,11,201,575.2105263157895,369.0
32.0,0,0,6,1.0,2,11,510,347.8666666666667,361.97222222222223
9.4,3,0,0,1.0,2,22,163,374.12820512820514,364.4772727272728
5.1,2,2,5,1.5,1,3,136,345.2105263157895,304.6829268292683
19.7,3,2,3,1.2,1,2,344,324.1714285714286,500.3225806451613
16.5,3,2,4,1.4,2,14,347,308.6938775510204,357.7317073170732
27.5,3,0,3,1.0,1,4,380,552.9821428571429,341.5
25.3,0,0,3,1.0,2,13,410,339.79487179487177,515.6875
26.7,2,2,0,1.4,1,7,430,352.28125,463.54285714285714
17.6,3,1,0,2.4,0,8,627,403.47222222222223,384.6315789473685
27.9,2,2,2,1.4,2,15,447,418.2173913043478,441.96875
26.2,4,0,0,1.0,1,4,552,401.76666666666665,381.6744186046512
27.3,1,0,1,1.0,1,21,184,344.9111111111111,468.45
25.7,3,1,0,2.3,0,11,824,507.2619047619048,313.5777777777778
15.5,3,2,2,1.3,2,19,307,374.12820512820514,395.2
23.1,1,0,2,1.0,1,3,159,400.7586206896552,341.5
13.0,0,0,6,1.0,2,18,225,351.4807692307692,379.65
22.3,0,2,1,1.4,0,18,510,356.96875,439.9583333333333
3.1,2,0,5,1.0,1,3,71,422.7142857142857,469.1666666666667
31.4,1,1,6,1.7,0,10,354,424.948717948718,395.2
12.5,3,2,2,1.1,1,0,220,386.7608695652174,381.4516129032258
18.4,3,0,3,1.0,2,13,271,384.8181818181818,463.54285714285714
21.2,0,0,6,1.0,1,5,348,409.0,311.96774193548384
41.8,0,2,6,1.2,2,3,788,404.04545454545456,395.2
24.9,3,2,6,1.5,2,17,523,448.575,349.8181818181818
23.2,3,2,1,1.3,2,14,427,341.7,458.39473684210526
19.3,3,0,5,1.0,1,21,282,333.9,362.40625
16.3,3,0,3,1.0,2,9,246,322.09302325581393,407.54545454545456
15.7,3,1,5,2.2,0,19,524,351.82978723404256,366.6666666666667
9.2,1,0,0,1.0,2,13,75,483.5882352941176,343.7333333333333
30.3,0,2,2,1.2,1,2,581,375.225,383.2745098039216
8.1,0,0,4,1.0,2,6,152,508.1818181818182,345.53333333333336
6.7,0,1,1,1.9,0,8,248,397.9787234042553,325.12820512820514
